iter	Passed	Remaining
267	7855	21454
268	7880	21416
269	7910	21386
270	7937	21351
271	7962	21311
272	7995	21292
273	8025	21263
274	8051	21227
275	8078	21191
276	8105	21156
277	8133	21122
278	8160	21089
279	8186	21052
280	8219	21032
281	8247	20999
282	8273	20960
283	8299	20922
284	8327	20892
285	8354	20857
286	8380	20820
287	8412	20796
288	8446	20781
289	8474	20746
290	8499	20708
291	8528	20678
292	8555	20643
293	8581	20606
294	8607	20571
295	8635	20539
296	8667	20515
297	8694	20482
298	8724	20454
299	8750	20418
300	8777	20383
301	8804	20348
302	8832	20317
303	8858	20281
304	8890	20258
305	8916	20223
306	8945	20192
307	8972	20159
308	8999	20124
309	9026	20090
310	9054	20059
311	9080	20024
312	9112	20000
313	9143	19975
314	9170	19942
315	9196	19906
316	9222	19870
317	9251	19841
318	9277	19806
319	9305	19773
320	9338	19754
321	9365	19719
322	9397	19697
323	9423	19662
324	9453	19633
325	9480	19599
326	9506	19565
327	9533	19532
328	9604	19588
329	9631	19555
330	9659	19523
331	9686	19489
332	9713	19455
333	9743	19428
334	9770	19395
335	9797	19362
336	9829	19338
337	9857	19307
338	9885	19274
339	9912	19241
340	9938	19207
341	9967	19176
342	9994	19143
343	10020	19108
344	10054	19088
345	10082	19057
346	10109	19025
347	10136	18992
348	10165	18962
349	10193	18929
350	10218	18894
351	10245	18861
352	10281	18843
353	10308	18811
354	10336	18779
355	10366	18752
356	10394	18722
357	10421	18688
358	10449	18657
359	10477	18626
360	10509	18603
361	10537	18572
362	10567	18544
363	10594	18511
364	10620	18476
365	10647	18443
366	10675	18412
367	10702	18380
368	10734	18355
369	10763	18326
370	10791	18295
371	10820	18266
372	10847	18233
373	10875	18204
374	10902	18171
375	10928	18136
376	10963	18116
377	10990	18085
378	11017	18052
379	11044	18020
380	11073	17990
381	11099	17956
382	11125	17923
383	11152	17890
384	11187	17871
385	11214	17839
386	11241	17806
387	11270	17776
388	11297	17745
389	11324	17712
390	11351	17680
391	11384	17656
392	11417	17634
393	11445	17603
394	11474	17575
395	11501	17542
396	11527	17509
397	11554	17476
398	11582	17445
399	11609	17413
400	11641	17389
401	11668	17357
402	11697	17329
403	11725	17298
404	11751	17264
405	11779	17233
406	11806	17201
407	11833	17169
408	11865	17144
409	11894	17117
410	11922	17085
411	11948	17053
412	11974	17019
413	12003	16989
414	12029	16957
415	12056	16925
416	12091	16904
417	12119	16874
418	12146	16842
419	12173	16810
420	12201	16780
421	12227	16747
422	12253	16714
423	12279	16681
424	12311	16657
425	12339	16626
426	12370	16599
427	12398	16570
428	12424	16537
429	12451	16505
430	12477	16472
431	12506	16443
432	12538	16418
433	12565	16387
434	12595	16359
435	12622	16328
436	12648	16295
437	12675	16263
438	12703	16233
439	12730	16202
440	12765	16180
441	12792	16149
442	12819	16118
443	12846	16086
444	12873	16055
445	12901	16025
446	12928	15993
447	12954	15961
448	12985	15935
449	13014	15906
450	13042	15876
451	13068	15844
452	13094	15812
453	13122	15781
454	13149	15750
455	13175	15718
456	13208	15694
457	13236	15663
458	13261	15631
459	13288	15599
460	13316	15569
461	13345	15540
462	13373	15510
463	13400	15479
464	13433	15455
465	13460	15425
466	13487	15393
467	13515	15364
468	13543	15333
469	13569	15302
470	13596	15270
471	13625	15241
472	13657	15216
473	13685	15186
474	13713	15157
475	13740	15126
476	13767	15095
477	13794	15064
478	13822	15034
479	13849	15003
480	13881	14977
481	13908	14947
482	13936	14917
483	13962	14886
484	13988	14854
485	14017	14825
486	14044	14794
487	14071	14763
488	14102	14737
489	14132	14708
490	14159	14678
491	14186	14647
492	14212	14616
493	14240	14586
494	14267	14555
495	14294	14524
496	14332	14505
497	14359	14474
498	14386	14444
499	14412	14412
500	14440	14382
501	14466	14351
502	14493	14320
503	14518	14288
504	14553	14265
505	14581	14235
506	14608	14204
507	14636	14175
508	14663	14144
509	14690	14114
510	14716	14082
511	14744	14053
512	14777	14028
513	14805	13998
514	14833	13968
515	14859	13937
516	14885	13906
517	14911	13875
518	14940	13846
519	14967	13815
520	14999	13790
521	15026	13759
522	15054	13730
523	15080	13699
524	15106	13668
525	15134	13638
526	15160	13607
527	15187	13576
528	15219	13550
529	15248	13522
530	15275	13492
531	15304	13463
532	15338	13438
533	15365	13409
534	15393	13379
535	15420	13348
536	15454	13324
537	15481	13294
538	15507	13263
539	15534	13233
540	15562	13203
541	15589	13173
542	15616	13142
543	15644	13114
544	15677	13088
545	15704	13058
546	15731	13028
547	15759	12998
548	15787	12969
549	15814	12938
550	15839	12907
551	15867	12878
552	15901	12853
553	15928	12822
554	15956	12794
555	15983	12763
556	16009	12733
557	16035	12702
558	16064	12673
559	16091	12642
560	16123	12617
561	16152	12588
562	16179	12558
563	16205	12528
564	16232	12497
565	16260	12468
566	16287	12438
567	16317	12410
568	16349	12383
569	16378	12355
570	16405	12325
571	16431	12295
572	16459	12265
573	16485	12235
574	16511	12204
575	16538	12174
576	16573	12149
577	16600	12120
578	16627	12089
579	16653	12059
580	16681	12030
581	16708	12000
582	16734	11969
583	16762	11940
584	16793	11913
585	16820	11883
586	16847	11853
587	16875	11824
588	16902	11794
589	16928	11763
590	16955	11734
591	16983	11704
592	17017	11679
593	17046	11651
594	17075	11622
595	17102	11592
596	17129	11563
597	17155	11532
598	17183	11503
599	17210	11473
600	17240	11446
601	17270	11418
602	17301	11390
603	17327	11360
604	17353	11329
605	17380	11300
606	17407	11270
607	17433	11240
608	17464	11212
609	17493	11184
610	17520	11154
611	17546	11124
612	17573	11094
613	17600	11064
614	17627	11034
615	17653	11004
616	17686	10978
617	17713	10949
618	17739	10918
619	17765	10888
620	17794	10860
621	17821	10830
622	17847	10800
623	17873	10769
624	17905	10743
625	17933	10714
626	17960	10684
627	17989	10655
628	18015	10626
629	18041	10595
630	18067	10565
631	18095	10536
632	18128	10510
633	18155	10481
634	18182	10451
635	18210	10422
636	18237	10392
637	18263	10362
638	18295	10335
639	18322	10306
640	18353	10279
641	18380	10249
642	18409	10221
643	18436	10191
644	18462	10161
645	18490	10132
646	18518	10103
647	18544	10073
648	18575	10046
649	18605	10018
650	18631	9988
651	18658	9958
652	18684	9928
653	18712	9899
654	18738	9870
655	18765	9840
656	18798	9813
657	18825	9784
658	18852	9755
659	18878	9725
660	18906	9696
661	18933	9666
662	18959	9637
663	18985	9606
664	19018	9580
665	19046	9551
666	19073	9522
667	19099	9492
668	19127	9463
669	19154	9434
670	19180	9404
671	19208	9375
672	19240	9348
673	19268	9319
674	19297	9291
675	19325	9262
676	19352	9233
677	19378	9203
678	19405	9174
679	19438	9147
680	19465	9118
681	19492	9088
682	19521	9060
683	19548	9031
684	19574	9001
685	19601	8971
686	19629	8943
687	19661	8916
688	19688	8887
689	19717	8858
690	19744	8829
691	19770	8799
692	19796	8769
693	19824	8740
694	19851	8711
695	19883	8684
696	19910	8655
697	19945	8629
698	19971	8600
699	19997	8570
700	20026	8541
701	20052	8512
702	20078	8482
703	20110	8455
704	20140	8427
705	20167	8398
706	20194	8369
707	20222	8340
708	20251	8311
709	20278	8282
710	20304	8253
711	20339	8227
712	20366	8198
713	20393	8168
714	20420	8139
715	20447	8110
716	20474	8081
717	20501	8051
718	20529	8023
719	20562	7996
720	20589	7967
721	20617	7938
722	20645	7909
723	20672	7880
724	20699	7851
725	20727	7822
726	20754	7793
727	20787	7766
728	20814	7737
729	20843	7709
730	20870	7680
731	20896	7650
732	20922	7621
733	20950	7592
734	20977	7563
735	21009	7536
736	21039	7507
737	21066	7478
738	21092	7449
739	21118	7419
740	21146	7391
741	21173	7362
742	21199	7332
743	21231	7305
744	21263	7278
745	21290	7248
746	21316	7219
747	21344	7190
748	21370	7161
749	21397	7132
750	21422	7102
751	21456	7076
752	21484	7047
753	21511	7018
754	21539	6989
755	21566	6960
756	21593	6931
757	21618	6902
758	21647	6873
759	21678	6845
760	21706	6817
761	21732	6787
762	21760	6759
763	21787	6730
764	21813	6700
765	21841	6672
766	21868	6643
767	21900	6615
768	21926	6586
769	21955	6558
770	21982	6529
771	22009	6500
772	22034	6470
773	22062	6442
774	22089	6413
775	22121	6385
776	22150	6357
777	22177	6328
778	22203	6299
779	22231	6270
780	22261	6242
781	22288	6213
782	22314	6184
783	22345	6156
784	22374	6128
785	22401	6099
786	22426	6069
787	22454	6041
788	22481	6012
789	22508	5983
790	22534	5954
791	22568	5927
792	22595	5898
793	22622	5869
794	22648	5840
795	22676	5811
796	22702	5782
797	22728	5753
798	22757	5725
799	22789	5697
800	22817	5668
801	22844	5639
802	22872	5611
803	22898	5582
804	22925	5553
805	22951	5524
806	22979	5495
807	23010	5467
808	23036	5438
809	23065	5410
810	23092	5381
811	23118	5352
812	23145	5323
813	23173	5295
814	23200	5266
815	23236	5239
816	23266	5211
817	23294	5182
818	23320	5153
819	23346	5124
820	23374	5096
821	23401	5067
822	23427	5038
823	23459	5010
824	23489	4982
825	23516	4953
826	23542	4924
827	23571	4896
828	23597	4867
829	23623	4838
830	23649	4809
831	23684	4782
832	23711	4753
833	23737	4724
834	23764	4695
835	23792	4667
836	23819	4638
837	23845	4609
838	23874	4581
839	23906	4553
840	23934	4525
841	23961	4496
842	23990	4467
843	24017	4439
844	24042	4410
845	24069	4381
846	24096	4352
847	24129	4325
848	24156	4296
849	24185	4268
850	24213	4239
851	24242	4211
852	24268	4182
853	24296	4153
854	24323	4125
855	24356	4097
856	24385	4069
857	24414	4040
858	24440	4011
859	24466	3982
860	24495	3954
861	24521	3925
862	24548	3896
863	24580	3869
864	24609	3840
865	24635	3811
866	24661	3783
867	24689	3754
868	24715	3725
869	24742	3697
870	24768	3668
871	24803	3640
872	24830	3612
873	24856	3583
874	24882	3554
875	24910	3526
876	24938	3497
877	24964	3468
878	24990	3440
879	25025	3412
880	25052	3383
881	25078	3355
882	25107	3326
883	25134	3298
884	25160	3269
885	25186	3240
886	25220	3212
887	25252	3184
888	25278	3156
889	25308	3127
890	25335	3099
891	25361	3070
892	25387	3041
893	25416	3013
894	25448	2985
895	25476	2957
896	25505	2928
897	25532	2900
898	25559	2871
899	25585	2842
900	25613	2814
901	25640	2785
902	25671	2757
903	25698	2729
904	25728	2700
905	25754	2672
906	25780	2643
907	25808	2614
908	25835	2586
909	25861	2557
910	25893	2529
911	25922	2501
912	25949	2472
913	25976	2444
914	26002	2415
915	26030	2387
916	26057	2358
917	26083	2329
918	26117	2301
919	26144	2273
920	26171	2244
921	26202	2216
922	26230	2188
923	26256	2159
924	26282	2131
925	26309	2102
926	26342	2074
927	26370	2045
928	26396	2017
929	26425	1988
930	26452	1960
931	26478	1931
932	26504	1903
933	26533	1874
934	26563	1846
935	26592	1818
936	26621	1789
937	26648	1761
938	26674	1732
939	26701	1704
940	26729	1675
941	26761	1647
942	26789	1619
943	26815	1590
944	26843	1562
945	26870	1533
946	26896	1505
947	26924	1476
948	26951	1448
949	26985	1420
950	27012	1391
951	27040	1363
952	27067	1334
953	27094	1306
954	27120	1277
955	27149	1249
956	27176	1221
957	27210	1192
958	27239	1164
959	27266	1136
960	27292	1107
961	27319	1079
962	27347	1050
963	27381	1022
964	27408	994
965	27436	965
966	27463	937
967	27490	908
968	27516	880
969	27546	851
970	27573	823
971	27604	795
972	27632	766
973	27661	738
974	27687	709
975	27714	681
976	27741	653
977	27767	624
978	27794	596
979	27825	567
980	27854	539
981	27881	511
982	27907	482
983	27933	454
984	27962	425
985	27988	397
986	28014	368
987	28049	340
988	28076	312
989	28102	283
990	28128	255
991	28159	227
992	28187	198
993	28213	170
994	28239	141
995	28274	113
996	28301	85
997	28327	56
998	28355	28
999	28381	0
